Serial number of record	ID	Instrument	Prize	Px_fill	Side	Status
3513	0xf1c	USDCAD 	0.78	0.875	Buy	New
3514	0xf1c	USDCAD 	0.78	0.875	Buy	In_process
3515	0xf1c	USDCAD 	0.78	0.875	Buy	Fill
3516	0xf1c	USDCAD 	0.78	0.875	Buy	Done
3517	0x10aa	USDCAD 	0.78	0.873	Buy	New
3518	0x10aa	USDCAD 	0.78	0.873	Buy	In_process
3519	0x10aa	USDCAD 	0.78	0.873	Buy	Fill
3520	0x10aa	USDCAD 	0.78	0.873	Buy	Done
3521	0xf59	GBRJPY 	143.61	144.430	Buy	New
3522	0xf59	GBRJPY 	143.61	144.430	Buy	In_process
3523	0xf59	GBRJPY 	143.61	144.430	Buy	 Cansel
3524	0xf59	GBRJPY 	143.61	144.430	Buy	Done
3525	0x1231	USDJPY 	105.02	105.540	 Sell	New
3526	0x1231	USDJPY 	105.02	105.540	 Sell	In_process
3527	0x1231	USDJPY 	105.02	105.540	 Sell	 Cansel
3528	0x1231	USDJPY 	105.02	105.540	 Sell	Done
3529	0xb22	USDJPY 	105.02	105.530	 Sell	New
3530	0xb22	USDJPY 	105.02	105.530	 Sell	In_process
3531	0xb22	USDJPY 	105.02	105.530	 Sell	Fill
3532	0xb22	USDJPY 	105.02	105.530	 Sell	Done
3533	0x164c	EURUSD 	1.2	1.181	 Sell	New
3534	0x164c	EURUSD 	1.2	1.181	 Sell	In_process
3535	0x164c	EURUSD 	1.2	1.181	 Sell	 Cansel
3536	0x164c	EURUSD 	1.2	1.181	 Sell	Done
3537	0x132a	GBRJPY 	143.61	144.380	Buy	New
3538	0x132a	GBRJPY 	143.61	144.380	Buy	In_process
3539	0x132a	GBRJPY 	143.61	144.380	Buy	 Cansel
3540	0x132a	GBRJPY 	143.61	144.380	Buy	Done
3541	0x1350	EURCHF 	1.08	1.142	 Sell	New
3542	0x1350	EURCHF 	1.08	1.142	 Sell	In_process
3543	0x1350	EURCHF 	1.08	1.142	 Sell	Fill
3544	0x1350	EURCHF 	1.08	1.142	 Sell	Done
3545	0xb51	EURPLN 	4.5	4.485	 Sell	New
3546	0xb51	EURPLN 	4.5	4.485	 Sell	In_process
3547	0xb51	EURPLN 	4.5	4.485	 Sell	 Cansel
3548	0xb51	EURPLN 	4.5	4.485	 Sell	Done
3549	0x1207	USDCAD 	0.78	0.876	Buy	New
3550	0x1207	USDCAD 	0.78	0.876	Buy	In_process
3551	0x1207	USDCAD 	0.78	0.876	Buy	 Cansel
3552	0x1207	USDCAD 	0.78	0.876	Buy	Done
3553	0x1179	AUDUSD 	0.76	0.846	Buy	New
3554	0x1179	AUDUSD 	0.76	0.846	Buy	In_process
3555	0x1179	AUDUSD 	0.76	0.846	Buy	 Cansel
3556	0x1179	AUDUSD 	0.76	0.846	Buy	Done
3557	0x623	EURJPY 	126.39	127.120	 Sell	New
3558	0x623	EURJPY 	126.39	127.120	 Sell	In_process
3559	0x623	EURJPY 	126.39	127.120	 Sell	 PartialFill
3560	0x623	EURJPY 	126.39	127.120	 Sell	Done
3561	0xec8	USDCHF 	0.9	0.856	Buy	New
3562	0xec8	USDCHF 	0.9	0.856	Buy	In_process
3563	0xec8	USDCHF 	0.9	0.856	Buy	 PartialFill
3564	0xec8	USDCHF 	0.9	0.856	Buy	Done
3565	0x59d	GBPUSD 	1.37	1.334	Buy	New
3566	0x59d	GBPUSD 	1.37	1.334	Buy	In_process
3567	0x59d	GBPUSD 	1.37	1.334	Buy	 PartialFill
3568	0x59d	GBPUSD 	1.37	1.334	Buy	Done
3569	0x6c2	USDCHF 	0.9	0.900	Buy	New
3570	0x6c2	USDCHF 	0.9	0.900	Buy	In_process
3571	0x6c2	USDCHF 	0.9	0.900	Buy	 Cansel
3572	0x6c2	USDCHF 	0.9	0.900	Buy	Done
3573	0x96d	USDCHF 	0.9	0.861	Buy	New
3574	0x96d	USDCHF 	0.9	0.861	Buy	In_process
3575	0x96d	USDCHF 	0.9	0.861	Buy	Fill
3576	0x96d	USDCHF 	0.9	0.861	Buy	Done
3577	0x777	GBPUSD 	1.37	1.337	Buy	New
3578	0x777	GBPUSD 	1.37	1.337	Buy	In_process
3579	0x777	GBPUSD 	1.37	1.337	Buy	 Cansel
3580	0x777	GBPUSD 	1.37	1.337	Buy	Done
3581	0xd2e	EURPLN 	4.5	4.485	 Sell	New
3582	0xd2e	EURPLN 	4.5	4.485	 Sell	In_process
3583	0xd2e	EURPLN 	4.5	4.485	 Sell	Fill
3584	0xd2e	EURPLN 	4.5	4.485	 Sell	Done
3585	0x1f6	USDCHF 	0.9	0.857	Buy	New
3586	0x1f6	USDCHF 	0.9	0.857	Buy	In_process
3587	0x1f6	USDCHF 	0.9	0.857	Buy	 PartialFill
3588	0x1f6	USDCHF 	0.9	0.857	Buy	Done
3589	0x1707	EURJPY 	126.39	127.100	 Sell	New
3590	0x1707	EURJPY 	126.39	127.100	 Sell	In_process
3591	0x1707	EURJPY 	126.39	127.100	 Sell	 Cansel
3592	0x1707	EURJPY 	126.39	127.100	 Sell	Done
3593	0x1ac	EURPLN 	4.5	4.482	 Sell	New
3594	0x1ac	EURPLN 	4.5	4.482	 Sell	In_process
3595	0x1ac	EURPLN 	4.5	4.482	 Sell	Fill
3596	0x1ac	EURPLN 	4.5	4.482	 Sell	Done
3597	0x101e	USDCAD 	0.78	0.873	Buy	New
3598	0x101e	USDCAD 	0.78	0.873	Buy	In_process
3599	0x101e	USDCAD 	0.78	0.873	Buy	 Cansel
3600	0x101e	USDCAD 	0.78	0.873	Buy	Done
3601	0x4d7	EURPLN 	4.5	4.484	 Sell	New
3602	0x4d7	EURPLN 	4.5	4.484	 Sell	In_process
3603	0x4d7	EURPLN 	4.5	4.484	 Sell	Fill
3604	0x4d7	EURPLN 	4.5	4.484	 Sell	Done
3605	0x13b2	USDJPY 	105.02	104.530	Buy	New
3606	0x13b2	USDJPY 	105.02	104.530	Buy	In_process
3607	0x13b2	USDJPY 	105.02	104.530	Buy	Fill
3608	0x13b2	USDJPY 	105.02	104.530	Buy	Done
3609	0x46f	EURPLN 	4.5	4.500	 Sell	New
3610	0x46f	EURPLN 	4.5	4.500	 Sell	In_process
3611	0x46f	EURPLN 	4.5	4.500	 Sell	 Cansel
3612	0x46f	EURPLN 	4.5	4.500	 Sell	Done
3613	0x5d	AUDUSD 	0.76	0.845	Buy	New
3614	0x5d	AUDUSD 	0.76	0.845	Buy	In_process
3615	0x5d	AUDUSD 	0.76	0.845	Buy	 PartialFill
3616	0x5d	AUDUSD 	0.76	0.845	Buy	Done
3617	0x13ca	USDPLN 	3.7	3.697	 Sell	New
3618	0x13ca	USDPLN 	3.7	3.697	 Sell	In_process
3619	0x13ca	USDPLN 	3.7	3.697	 Sell	 Cansel
3620	0x13ca	USDPLN 	3.7	3.697	 Sell	Done
3621	0xe5f	EURPLN 	4.5	4.488	 Sell	New
3622	0xe5f	EURPLN 	4.5	4.488	 Sell	In_process
3623	0xe5f	EURPLN 	4.5	4.488	 Sell	 Cansel
3624	0xe5f	EURPLN 	4.5	4.488	 Sell	Done
3625	0x999	EURPLN 	4.5	4.487	 Sell	New
3626	0x999	EURPLN 	4.5	4.487	 Sell	In_process
3627	0x999	EURPLN 	4.5	4.487	 Sell	 Cansel
3628	0x999	EURPLN 	4.5	4.487	 Sell	Done
3629	0x1f4	USDCAD 	0.78	0.879	Buy	New
3630	0x1f4	USDCAD 	0.78	0.879	Buy	In_process
3631	0x1f4	USDCAD 	0.78	0.879	Buy	 Cansel
3632	0x1f4	USDCAD 	0.78	0.879	Buy	Done
3633	0x1633	USDCAD 	0.78	0.878	Buy	New
3634	0x1633	USDCAD 	0.78	0.878	Buy	In_process
3635	0x1633	USDCAD 	0.78	0.878	Buy	Fill
3636	0x1633	USDCAD 	0.78	0.878	Buy	Done
3637	0x8d0	EURJPY 	126.39	127.110	 Sell	New
3638	0x8d0	EURJPY 	126.39	127.110	 Sell	In_process
3639	0x8d0	EURJPY 	126.39	127.110	 Sell	 Cansel
3640	0x8d0	EURJPY 	126.39	127.110	 Sell	Done
3641	0xda6	GBRJPY 	143.61	144.350	 Sell	New
3642	0xda6	GBRJPY 	143.61	144.350	 Sell	In_process
3643	0xda6	GBRJPY 	143.61	144.350	 Sell	Fill
3644	0xda6	GBRJPY 	143.61	144.350	 Sell	Done
3645	0x430	GBPUSD 	1.37	1.342	Buy	New
3646	0x430	GBPUSD 	1.37	1.342	Buy	In_process
3647	0x430	GBPUSD 	1.37	1.342	Buy	 PartialFill
3648	0x430	GBPUSD 	1.37	1.342	Buy	Done
3649	0x15bd	GBRJPY 	143.61	144.430	Buy	New
3650	0x15bd	GBRJPY 	143.61	144.430	Buy	In_process
3651	0x15bd	GBRJPY 	143.61	144.430	Buy	 Cansel
3652	0x15bd	GBRJPY 	143.61	144.430	Buy	Done
3653	0x76a	USDCHF 	0.9	0.855	Buy	New
3654	0x76a	USDCHF 	0.9	0.855	Buy	In_process
3655	0x76a	USDCHF 	0.9	0.855	Buy	Fill
3656	0x76a	USDCHF 	0.9	0.855	Buy	Done
3657	0x7cc	USDCAD 	0.78	0.875	Buy	New
3658	0x7cc	USDCAD 	0.78	0.875	Buy	In_process
3659	0x7cc	USDCAD 	0.78	0.875	Buy	Fill
3660	0x7cc	USDCAD 	0.78	0.875	Buy	Done
3661	0xea	USDJPY 	105.02	105.020	Buy	New
3662	0xea	USDJPY 	105.02	105.020	Buy	In_process
3663	0xea	USDJPY 	105.02	105.020	Buy	 Cansel
3664	0xea	USDJPY 	105.02	105.020	Buy	Done
3665	0x6fb	EURCHF 	1.08	1.143	 Sell	New
3666	0x6fb	EURCHF 	1.08	1.143	 Sell	In_process
3667	0x6fb	EURCHF 	1.08	1.143	 Sell	Fill
3668	0x6fb	EURCHF 	1.08	1.143	 Sell	Done
3669	0x94c	AUDUSD 	0.76	0.844	Buy	New
3670	0x94c	AUDUSD 	0.76	0.844	Buy	In_process
3671	0x94c	AUDUSD 	0.76	0.844	Buy	 PartialFill
3672	0x94c	AUDUSD 	0.76	0.844	Buy	Done
3673	0x1188	AUDUSD 	0.76	0.760	Buy	New
3674	0x1188	AUDUSD 	0.76	0.760	Buy	In_process
3675	0x1188	AUDUSD 	0.76	0.760	Buy	 Cansel
3676	0x1188	AUDUSD 	0.76	0.760	Buy	Done
3677	0xc59	USDPLN 	3.7	3.698	 Sell	New
3678	0xc59	USDPLN 	3.7	3.698	 Sell	In_process
3679	0xc59	USDPLN 	3.7	3.698	 Sell	 PartialFill
3680	0xc59	USDPLN 	3.7	3.698	 Sell	Done
3681	0x8b0	GBRJPY 	143.61	144.340	 Sell	New
3682	0x8b0	GBRJPY 	143.61	144.340	 Sell	In_process
3683	0x8b0	GBRJPY 	143.61	144.340	 Sell	 PartialFill
3684	0x8b0	GBRJPY 	143.61	144.340	 Sell	Done
3685	0x66	USDJPY 	105.02	105.530	 Sell	New
3686	0x66	USDJPY 	105.02	105.530	 Sell	In_process
3687	0x66	USDJPY 	105.02	105.530	 Sell	 PartialFill
3688	0x66	USDJPY 	105.02	105.530	 Sell	Done
3689	0x1784	EURJPY 	126.39	127.040	 Sell	New
3690	0x1784	EURJPY 	126.39	127.040	 Sell	In_process
3691	0x1784	EURJPY 	126.39	127.040	 Sell	 PartialFill
3692	0x1784	EURJPY 	126.39	127.040	 Sell	Done
3693	0x5f8	USDPLN 	3.7	3.697	 Sell	New
3694	0x5f8	USDPLN 	3.7	3.697	 Sell	In_process
3695	0x5f8	USDPLN 	3.7	3.697	 Sell	 PartialFill
3696	0x5f8	USDPLN 	3.7	3.697	 Sell	Done
3697	0x14b5	USDJPY 	105.02	105.570	 Sell	New
3698	0x14b5	USDJPY 	105.02	105.570	 Sell	In_process
3699	0x14b5	USDJPY 	105.02	105.570	 Sell	 PartialFill
3700	0x14b5	USDJPY 	105.02	105.570	 Sell	Done
3701	0x10c1	EURJPY 	126.39	127.100	 Sell	New
3702	0x10c1	EURJPY 	126.39	127.100	 Sell	In_process
3703	0x10c1	EURJPY 	126.39	127.100	 Sell	 PartialFill
3704	0x10c1	EURJPY 	126.39	127.100	 Sell	Done
3705	0x124	EURJPY 	126.39	127.040	 Sell	New
3706	0x124	EURJPY 	126.39	127.040	 Sell	In_process
3707	0x124	EURJPY 	126.39	127.040	 Sell	 Cansel
3708	0x124	EURJPY 	126.39	127.040	 Sell	Done
3709	0x744	EURCHF 	1.08	1.136	 Sell	New
3710	0x744	EURCHF 	1.08	1.136	 Sell	In_process
3711	0x744	EURCHF 	1.08	1.136	 Sell	 PartialFill
3712	0x744	EURCHF 	1.08	1.136	 Sell	Done
3713	0xfcb	USDCHF 	0.9	0.857	Buy	New
3714	0xfcb	USDCHF 	0.9	0.857	Buy	In_process
3715	0xfcb	USDCHF 	0.9	0.857	Buy	 Cansel
3716	0xfcb	USDCHF 	0.9	0.857	Buy	Done
3717	0x11ef	EURCHF 	1.08	1.138	 Sell	New
3718	0x11ef	EURCHF 	1.08	1.138	 Sell	In_process
3719	0x11ef	EURCHF 	1.08	1.138	 Sell	 PartialFill
3720	0x11ef	EURCHF 	1.08	1.138	 Sell	Done
3721	0x789	USDPLN 	3.7	3.697	 Sell	New
3722	0x789	USDPLN 	3.7	3.697	 Sell	In_process
3723	0x789	USDPLN 	3.7	3.697	 Sell	Fill
3724	0x789	USDPLN 	3.7	3.697	 Sell	Done
3725	0x14a2	EURCHF 	1.08	1.139	 Sell	New
3726	0x14a2	EURCHF 	1.08	1.139	 Sell	In_process
3727	0x14a2	EURCHF 	1.08	1.139	 Sell	 Cansel
3728	0x14a2	EURCHF 	1.08	1.139	 Sell	Done
3729	0x8e3	USDCHF 	0.9	0.862	Buy	New
3730	0x8e3	USDCHF 	0.9	0.862	Buy	In_process
3731	0x8e3	USDCHF 	0.9	0.862	Buy	Fill
3732	0x8e3	USDCHF 	0.9	0.862	Buy	Done
3733	0x1584	USDCAD 	0.78	0.874	Buy	New
3734	0x1584	USDCAD 	0.78	0.874	Buy	In_process
3735	0x1584	USDCAD 	0.78	0.874	Buy	 PartialFill
3736	0x1584	USDCAD 	0.78	0.874	Buy	Done
3737	0x78b	GBRJPY 	143.61	144.420	Buy	New
3738	0x78b	GBRJPY 	143.61	144.420	Buy	In_process
3739	0x78b	GBRJPY 	143.61	144.420	Buy	 PartialFill
3740	0x78b	GBRJPY 	143.61	144.420	Buy	Done
3741	0x1576	AUDUSD 	0.76	0.847	Buy	New
3742	0x1576	AUDUSD 	0.76	0.847	Buy	In_process
3743	0x1576	AUDUSD 	0.76	0.847	Buy	 PartialFill
3744	0x1576	AUDUSD 	0.76	0.847	Buy	Done
3745	0x1bf	USDPLN 	3.7	3.699	 Sell	New
3746	0x1bf	USDPLN 	3.7	3.699	 Sell	In_process
3747	0x1bf	USDPLN 	3.7	3.699	 Sell	Fill
3748	0x1bf	USDPLN 	3.7	3.699	 Sell	Done
3749	0x41	USDPLN 	3.7	3.691	 Sell	New
3750	0x41	USDPLN 	3.7	3.691	 Sell	In_process
3751	0x41	USDPLN 	3.7	3.691	 Sell	 Cansel
3752	0x41	USDPLN 	3.7	3.691	 Sell	Done
3753	0x832	USDJPY 	105.02	104.540	Buy	New
3754	0x832	USDJPY 	105.02	104.540	Buy	In_process
3755	0x832	USDJPY 	105.02	104.540	Buy	Fill
3756	0x832	USDJPY 	105.02	104.540	Buy	Done
3757	0x136b	USDJPY 	105.02	104.540	Buy	New
3758	0x136b	USDJPY 	105.02	104.540	Buy	In_process
3759	0x136b	USDJPY 	105.02	104.540	Buy	Fill
3760	0x136b	USDJPY 	105.02	104.540	Buy	Done
3761	0x167f	USDCHF 	0.9	0.859	Buy	New
3762	0x167f	USDCHF 	0.9	0.859	Buy	In_process
3763	0x167f	USDCHF 	0.9	0.859	Buy	 Cansel
3764	0x167f	USDCHF 	0.9	0.859	Buy	Done
3765	0x108d	USDPLN 	3.7	3.697	 Sell	New
3766	0x108d	USDPLN 	3.7	3.697	 Sell	In_process
3767	0x108d	USDPLN 	3.7	3.697	 Sell	 Cansel
3768	0x108d	USDPLN 	3.7	3.697	 Sell	Done
3769	0x357	EURJPY 	126.39	127.070	 Sell	New
3770	0x357	EURJPY 	126.39	127.070	 Sell	In_process
3771	0x357	EURJPY 	126.39	127.070	 Sell	Fill
3772	0x357	EURJPY 	126.39	127.070	 Sell	Done
3773	0x314	USDPLN 	3.7	3.694	 Sell	New
3774	0x314	USDPLN 	3.7	3.694	 Sell	In_process
3775	0x314	USDPLN 	3.7	3.694	 Sell	Fill
3776	0x314	USDPLN 	3.7	3.694	 Sell	Done
3777	0x16cc	EURCHF 	1.08	1.080	 Sell	New
3778	0x16cc	EURCHF 	1.08	1.080	 Sell	In_process
3779	0x16cc	EURCHF 	1.08	1.080	 Sell	 Cansel
3780	0x16cc	EURCHF 	1.08	1.080	 Sell	Done
3781	0xf9	GBRJPY 	143.61	144.420	Buy	New
3782	0xf9	GBRJPY 	143.61	144.420	Buy	In_process
3783	0xf9	GBRJPY 	143.61	144.420	Buy	Fill
3784	0xf9	GBRJPY 	143.61	144.420	Buy	Done
3785	0xd31	USDCAD 	0.78	0.780	Buy	New
3786	0xd31	USDCAD 	0.78	0.780	Buy	In_process
3787	0xd31	USDCAD 	0.78	0.780	Buy	 PartialFill
3788	0xd31	USDCAD 	0.78	0.780	Buy	Done
3789	0x334	GBPUSD 	1.37	1.342	Buy	New
3790	0x334	GBPUSD 	1.37	1.342	Buy	In_process
3791	0x334	GBPUSD 	1.37	1.342	Buy	 Cansel
3792	0x334	GBPUSD 	1.37	1.342	Buy	Done
3793	0xc51	GBRJPY 	143.61	144.390	Buy	New
3794	0xc51	GBRJPY 	143.61	144.390	Buy	In_process
3795	0xc51	GBRJPY 	143.61	144.390	Buy	 Cansel
3796	0xc51	GBRJPY 	143.61	144.390	Buy	Done
3797	0x560	EURUSD 	1.2	1.181	 Sell	New
3798	0x560	EURUSD 	1.2	1.181	 Sell	In_process
3799	0x560	EURUSD 	1.2	1.181	 Sell	 PartialFill
3800	0x560	EURUSD 	1.2	1.181	 Sell	Done
3801	0x53b	USDCAD 	0.78	0.873	Buy	New
3802	0x53b	USDCAD 	0.78	0.873	Buy	In_process
3803	0x53b	USDCAD 	0.78	0.873	Buy	Fill
3804	0x53b	USDCAD 	0.78	0.873	Buy	Done
3805	0xda4	EURPLN 	4.5	4.488	 Sell	New
3806	0xda4	EURPLN 	4.5	4.488	 Sell	In_process
3807	0xda4	EURPLN 	4.5	4.488	 Sell	 Cansel
3808	0xda4	EURPLN 	4.5	4.488	 Sell	Done
3809	0x35c	EURJPY 	126.39	127.070	 Sell	New
3810	0x35c	EURJPY 	126.39	127.070	 Sell	In_process
3811	0x35c	EURJPY 	126.39	127.070	 Sell	Fill
3812	0x35c	EURJPY 	126.39	127.070	 Sell	Done
3813	0x526	EURJPY 	126.39	127.080	 Sell	New
3814	0x526	EURJPY 	126.39	127.080	 Sell	In_process
3815	0x526	EURJPY 	126.39	127.080	 Sell	 Cansel
3816	0x526	EURJPY 	126.39	127.080	 Sell	Done
3817	0x4f2	EURCHF 	1.08	1.142	 Sell	New
3818	0x4f2	EURCHF 	1.08	1.142	 Sell	In_process
3819	0x4f2	EURCHF 	1.08	1.142	 Sell	 Cansel
3820	0x4f2	EURCHF 	1.08	1.142	 Sell	Done
3821	0x725	GBRJPY 	143.61	144.420	Buy	New
3822	0x725	GBRJPY 	143.61	144.420	Buy	In_process
3823	0x725	GBRJPY 	143.61	144.420	Buy	Fill
3824	0x725	GBRJPY 	143.61	144.420	Buy	Done
3825	0x2f5	USDJPY 	105.02	104.530	Buy	New
3826	0x2f5	USDJPY 	105.02	104.530	Buy	In_process
3827	0x2f5	USDJPY 	105.02	104.530	Buy	 Cansel
3828	0x2f5	USDJPY 	105.02	104.530	Buy	Done
3829	0x9f6	EURJPY 	126.39	127.070	 Sell	New
3830	0x9f6	EURJPY 	126.39	127.070	 Sell	In_process
3831	0x9f6	EURJPY 	126.39	127.070	 Sell	 PartialFill
3832	0x9f6	EURJPY 	126.39	127.070	 Sell	Done
3833	0x10bb	USDCAD 	0.78	0.877	Buy	New
3834	0x10bb	USDCAD 	0.78	0.877	Buy	In_process
3835	0x10bb	USDCAD 	0.78	0.877	Buy	 PartialFill
3836	0x10bb	USDCAD 	0.78	0.877	Buy	Done
3837	0x1663	EURJPY 	126.39	127.070	 Sell	New
3838	0x1663	EURJPY 	126.39	127.070	 Sell	In_process
3839	0x1663	EURJPY 	126.39	127.070	 Sell	Fill
3840	0x1663	EURJPY 	126.39	127.070	 Sell	Done
3841	0x4f5	GBPUSD 	1.37	1.337	Buy	New
3842	0x4f5	GBPUSD 	1.37	1.337	Buy	In_process
3843	0x4f5	GBPUSD 	1.37	1.337	Buy	 Cansel
3844	0x4f5	GBPUSD 	1.37	1.337	Buy	Done
3845	0x863	EURUSD 	1.2	1.178	 Sell	New
3846	0x863	EURUSD 	1.2	1.178	 Sell	In_process
3847	0x863	EURUSD 	1.2	1.178	 Sell	 PartialFill
3848	0x863	EURUSD 	1.2	1.178	 Sell	Done
3849	0xffa	EURPLN 	4.5	4.489	 Sell	New
3850	0xffa	EURPLN 	4.5	4.489	 Sell	In_process
3851	0xffa	EURPLN 	4.5	4.489	 Sell	 PartialFill
3852	0xffa	EURPLN 	4.5	4.489	 Sell	Done
3853	0xdaa	EURUSD 	1.2	1.200	 Sell	New
3854	0xdaa	EURUSD 	1.2	1.200	 Sell	In_process
3855	0xdaa	EURUSD 	1.2	1.200	 Sell	 Cansel
3856	0xdaa	EURUSD 	1.2	1.200	 Sell	Done
3857	0x5d8	EURUSD 	1.2	1.175	 Sell	New
3858	0x5d8	EURUSD 	1.2	1.175	 Sell	In_process
3859	0x5d8	EURUSD 	1.2	1.175	 Sell	Fill
3860	0x5d8	EURUSD 	1.2	1.175	 Sell	Done
3861	0x775	EURJPY 	126.39	127.050	 Sell	New
3862	0x775	EURJPY 	126.39	127.050	 Sell	In_process
3863	0x775	EURJPY 	126.39	127.050	 Sell	Fill
3864	0x775	EURJPY 	126.39	127.050	 Sell	Done
3865	0xc5a	USDJPY 	105.02	104.530	Buy	New
3866	0xc5a	USDJPY 	105.02	104.530	Buy	In_process
3867	0xc5a	USDJPY 	105.02	104.530	Buy	 Cansel
3868	0xc5a	USDJPY 	105.02	104.530	Buy	Done
3869	0x91a	AUDUSD 	0.76	0.849	Buy	New
3870	0x91a	AUDUSD 	0.76	0.849	Buy	In_process
3871	0x91a	AUDUSD 	0.76	0.849	Buy	 Cansel
3872	0x91a	AUDUSD 	0.76	0.849	Buy	Done
3873	0x148f	EURPLN 	4.5	4.484	 Sell	New
3874	0x148f	EURPLN 	4.5	4.484	 Sell	In_process
3875	0x148f	EURPLN 	4.5	4.484	 Sell	 PartialFill
3876	0x148f	EURPLN 	4.5	4.484	 Sell	Done
3877	0x105	GBPUSD 	1.37	1.338	Buy	New
3878	0x105	GBPUSD 	1.37	1.338	Buy	In_process
3879	0x105	GBPUSD 	1.37	1.338	Buy	 Cansel
3880	0x105	GBPUSD 	1.37	1.338	Buy	Done
3881	0x1229	USDCAD 	0.78	0.874	Buy	New
3882	0x1229	USDCAD 	0.78	0.874	Buy	In_process
3883	0x1229	USDCAD 	0.78	0.874	Buy	 Cansel
3884	0x1229	USDCAD 	0.78	0.874	Buy	Done
3885	0x7d2	USDPLN 	3.7	3.697	 Sell	New
3886	0x7d2	USDPLN 	3.7	3.697	 Sell	In_process
3887	0x7d2	USDPLN 	3.7	3.697	 Sell	 PartialFill
3888	0x7d2	USDPLN 	3.7	3.697	 Sell	Done
3889	0x366	EURPLN 	4.5	4.487	 Sell	New
3890	0x366	EURPLN 	4.5	4.487	 Sell	In_process
3891	0x366	EURPLN 	4.5	4.487	 Sell	Fill
3892	0x366	EURPLN 	4.5	4.487	 Sell	Done
3893	0x94a	EURJPY 	126.39	127.060	 Sell	New
3894	0x94a	EURJPY 	126.39	127.060	 Sell	In_process
3895	0x94a	EURJPY 	126.39	127.060	 Sell	 PartialFill
3896	0x94a	EURJPY 	126.39	127.060	 Sell	Done
3897	0x10b4	USDCHF 	0.9	0.856	Buy	New
3898	0x10b4	USDCHF 	0.9	0.856	Buy	In_process
3899	0x10b4	USDCHF 	0.9	0.856	Buy	 PartialFill
3900	0x10b4	USDCHF 	0.9	0.856	Buy	Done
3901	0x137d	EURUSD 	1.2	1.173	Buy	New
3902	0x137d	EURUSD 	1.2	1.173	Buy	In_process
3903	0x137d	EURUSD 	1.2	1.173	Buy	Fill
3904	0x137d	EURUSD 	1.2	1.173	Buy	Done
3905	0x638	EURPLN 	4.5	4.486	 Sell	New
3906	0x638	EURPLN 	4.5	4.486	 Sell	In_process
3907	0x638	EURPLN 	4.5	4.486	 Sell	Fill
3908	0x638	EURPLN 	4.5	4.486	 Sell	Done
3909	0x177a	AUDUSD 	0.76	0.847	Buy	New
3910	0x177a	AUDUSD 	0.76	0.847	Buy	In_process
3911	0x177a	AUDUSD 	0.76	0.847	Buy	 Cansel
3912	0x177a	AUDUSD 	0.76	0.847	Buy	Done
3913	0x1d4	EURJPY 	126.39	127.040	 Sell	New
3914	0x1d4	EURJPY 	126.39	127.040	 Sell	In_process
3915	0x1d4	EURJPY 	126.39	127.040	 Sell	 Cansel
3916	0x1d4	EURJPY 	126.39	127.040	 Sell	Done
3917	0x8f3	USDJPY 	105.02	105.530	 Sell	New
3918	0x8f3	USDJPY 	105.02	105.530	 Sell	In_process
3919	0x8f3	USDJPY 	105.02	105.530	 Sell	 Cansel
3920	0x8f3	USDJPY 	105.02	105.530	 Sell	Done
3921	0x469	USDPLN 	3.7	3.698	 Sell	New
3922	0x469	USDPLN 	3.7	3.698	 Sell	In_process
3923	0x469	USDPLN 	3.7	3.698	 Sell	 Cansel
3924	0x469	USDPLN 	3.7	3.698	 Sell	Done
3925	0x159c	EURCHF 	1.08	1.143	 Sell	New
3926	0x159c	EURCHF 	1.08	1.143	 Sell	In_process
3927	0x159c	EURCHF 	1.08	1.143	 Sell	 Cansel
3928	0x159c	EURCHF 	1.08	1.143	 Sell	Done
3929	0x117b	EURUSD 	1.2	1.200	 Sell	New
3930	0x117b	EURUSD 	1.2	1.200	 Sell	In_process
3931	0x117b	EURUSD 	1.2	1.200	 Sell	Fill
3932	0x117b	EURUSD 	1.2	1.200	 Sell	Done
3933	0x6f7	GBRJPY 	143.61	144.350	 Sell	New
3934	0x6f7	GBRJPY 	143.61	144.350	 Sell	In_process
3935	0x6f7	GBRJPY 	143.61	144.350	 Sell	 Cansel
3936	0x6f7	GBRJPY 	143.61	144.350	 Sell	Done
3937	0x7a4	EURUSD 	1.2	1.175	 Sell	New
3938	0x7a4	EURUSD 	1.2	1.175	 Sell	In_process
3939	0x7a4	EURUSD 	1.2	1.175	 Sell	Fill
3940	0x7a4	EURUSD 	1.2	1.175	 Sell	Done
3941	0x815	EURJPY 	126.39	127.100	 Sell	New
3942	0x815	EURJPY 	126.39	127.100	 Sell	In_process
3943	0x815	EURJPY 	126.39	127.100	 Sell	Fill
3944	0x815	EURJPY 	126.39	127.100	 Sell	Done
3945	0x769	USDCHF 	0.9	0.855	Buy	New
3946	0x769	USDCHF 	0.9	0.855	Buy	In_process
3947	0x769	USDCHF 	0.9	0.855	Buy	 Cansel
3948	0x769	USDCHF 	0.9	0.855	Buy	Done
3949	0x762	EURJPY 	126.39	127.120	 Sell	New
3950	0x762	EURJPY 	126.39	127.120	 Sell	In_process
3951	0x762	EURJPY 	126.39	127.120	 Sell	 PartialFill
3952	0x762	EURJPY 	126.39	127.120	 Sell	Done
3953	0x47c	AUDUSD 	0.76	0.851	Buy	New
3954	0x47c	AUDUSD 	0.76	0.851	Buy	In_process
