Serial number of record,ID,Instrument,Prize,Px_fill,Side,Volume init,Volume fill,Date,Status,Note,Tag
4058,0x510,EURCHF ,1.08,1.142, Sell,214000,0,2021-02-02 00:21:38.581,In_process,Wheat  Oil diamond silver, tag4 tag7 tag1
2924,0xfef,GBPUSD ,1.37,1.339,Buy,671000,0,2021-02-02 00:21:40.186,Done, Ore Soil  Butter Oil, tag7 tag4 tag7 tag9
1143,0x919,GBPUSD ,1.37,1.339,Buy,383000,0,2021-02-02 00:21:40.465,Done, Ore Soil  Butter Oil, tag7 tag4 tag7 tag9
1956,0x1480,GBPUSD ,1.37,1.339,Buy,864000,864000,2021-02-02 00:21:40.488,Done, Ore Soil  Butter Oil, tag7 tag4 tag7 tag9
2911,0x140f,USDCHF ,0.9,0.859, Sell,845000,714000,2021-02-02 00:21:40.649, PartialFill, silverBercut Oil diamond, tag8 tag8 tag9 tag3
7178,0xd02,EURCHF ,1.08,1.142, Sell,548000,0,2021-02-02 00:21:41.966,In_process,Wheat  Oil diamond silver, tag5 tag6 tag3
2971,0x9fb,USDCHF ,0.9,0.859,Buy,421000,177000,2021-02-02 00:21:44.513, PartialFill, silverBercut Oil diamond, tag9 tag3
3662,0xea,EURCHF ,1.08,1.142,Buy,39000,0,2021-02-02 00:21:44.610,In_process,Wheat  Oil diamond silver, tag6 tag3 tag3 tag8
6404,0xe1e,GBPUSD ,1.37,1.339, Sell,595000,595000,2021-02-02 00:21:45.034,Done, Ore Soil  Butter Oil, tag8 tag6 tag4
5620,0xdbc,GBPUSD ,1.37,1.339,Buy,579000,579000,2021-02-02 00:21:45.648,Done, Ore Soil  Butter Oil, tag8 tag6 tag4
793,0x1320,EURCHF ,1.08,1.142,Buy,806000,0,2021-02-02 00:21:46.080,In_process,Wheat  Oil diamond silver, tag7 tag5 tag7 tag5
1375,0x1b1,EURCHF ,1.08,1.142,Buy,72000,0,2021-02-02 00:21:46.431,In_process,Wheat  Oil diamond silver, tag7 tag5 tag8 tag8
5090,0x1671,EURCHF ,1.08,1.142,Buy,945000,0,2021-02-02 00:21:46.583,In_process,Wheat  Oil diamond silver, tag7 tag5 tag8 tag8
5420,0x1208,GBPUSD ,1.37,1.339, Sell,760000,0,2021-02-02 00:21:47.148,Done, Ore Soil  Butter Oil, tag8 tag6 tag1 tag6
5814,0x8f,EURCHF ,1.08,1.142, Sell,24000,0,2021-02-02 00:21:47.200,In_process,Wheat  Oil diamond silver, tag7 tag6 tag2
5330,0x13ec,EURCHF ,1.08,1.142,Buy,839000,0,2021-02-02 00:21:48.694,In_process,Wheat  Oil diamond silver, tag8 tag7 tag2 tag6
703,0x5e2,EURCHF ,1.08,1.142, Sell,248000,0,2021-02-02 00:21:49.340,In_process,Wheat  Oil diamond silver, tag8 tag8 tag4
3032,0x28a,GBPUSD ,1.37,1.339, Sell,107000,12000,2021-02-02 00:21:51.073,Done, Ore Soil  Butter Oil, tag9 tag8 tag4
5434,0x11ce,EURCHF ,1.08,1.142, Sell,750000,0,2021-02-02 00:21:51.300,In_process,Wheat  Oil diamond silver, tag9 tag9
1188,0x36a,GBPUSD ,1.37,1.339, Sell,144000,0,2021-02-02 00:21:52.046,Done, Ore Soil  Butter Oil, tag9 tag8 tag4 tag1
2622,0x851,EURCHF ,1.08,1.142,Buy,351000,0,2021-02-02 00:21:52.605,In_process,Wheat  Oil diamond silver, tag9 tag1 tag1 tag5
3358,0x1465,EURCHF ,1.08,1.142, Sell,859000,0,2021-02-02 00:21:54.554,In_process,Wheat  Oil diamond silver, tag3 tag5 tag3
164,0x588,USDCHF ,0.9,0.858,Buy,233000,0,2021-02-02 00:21:55.816, Cansel, silverBercut Oil diamond, tag2 tag6 tag4
7044,0x8f7,USDCHF ,0.9,0.858,Buy,378000,143000,2021-02-02 00:21:57.438, PartialFill, silverBercut Oil diamond, tag2 tag7 tag6 tag3
2458,0x2d1,EURCHF ,1.08,1.143, Sell,119000,0,2021-02-02 00:21:57.524,In_process,Wheat  Oil diamond silver, tag1 tag6 tag3 tag1
1882,0x14fe,EURCHF ,1.08,1.143, Sell,884000,0,2021-02-02 00:22:00.933,In_process,Wheat  Oil diamond silver, tag2 tag9 tag9 tag2
4134,0x5e4,EURCHF ,1.08,1.143,Buy,248000,0,2021-02-02 00:22:02.037,In_process,Wheat  Oil diamond silver, tag3 tag1 tag4 tag3
1815,0x1737,USDCHF ,0.9,0.858, Sell,978000,956000,2021-02-02 00:22:02.356, PartialFill, silverBercut Oil diamond, tag3 tag9 tag1 tag3
39,0x13b,GBPUSD ,1.37,1.338, Sell,52000,52000,2021-02-02 00:22:03.456,Done, Ore Soil  Butter Oil, tag1 tag2 tag1 tag2
3086,0x1533,EURCHF ,1.08,1.143,Buy,893000,0,2021-02-02 00:22:06.437,In_process,Wheat  Oil diamond silver, tag4 tag5 tag4 tag4
1390,0x71f,EURCHF ,1.08,1.143,Buy,300000,0,2021-02-02 00:22:06.663,In_process,Wheat  Oil diamond silver, tag4 tag5 tag3 tag2
633,0x1305,GBPUSD ,1.37,1.338,Buy,801000,801000,2021-02-02 00:22:07.348,Done, Ore Soil  Butter Oil, tag1 tag3 tag3 tag6
2859,0x71d,USDCHF ,0.9,0.858,Buy,300000,0,2021-02-02 00:22:07.906, Cansel, silverBercut Oil diamond, tag4 tag2 tag6 tag1
2375,0x16e7,USDCHF ,0.9,0.858,Buy,965000,0,2021-02-02 00:22:09.740, Cansel, silverBercut Oil diamond, tag5 tag3 tag8 tag5
2502,0x4be,EURCHF ,1.08,1.143, Sell,200000,0,2021-02-02 00:22:10.035,In_process,Wheat  Oil diamond silver, tag6 tag9 tag2 tag1
6430,0xe29,EURCHF ,1.08,1.143, Sell,597000,0,2021-02-02 00:22:10.893,In_process,Wheat  Oil diamond silver, tag6 tag9 tag2 tag1
1510,0x76,EURCHF ,1.08,1.143, Sell,20000,0,2021-02-02 00:22:11.014,In_process,Wheat  Oil diamond silver, tag6 tag5 tag7
679,0x9bc,EURCHF ,1.08,1.143,Buy,410000,0,2021-02-02 00:22:11.088,In_process,Wheat  Oil diamond silver, tag6 tag4 tag4
5023,0x1085,USDCHF ,0.9,0.858, Sell,696000,0,2021-02-02 00:22:11.788, Cansel, silverBercut Oil diamond, tag5 tag4 tag9
6259,0x380,USDCHF ,0.9,0.858,Buy,148000,0,2021-02-02 00:22:11.806, Cansel, silverBercut Oil diamond, tag5 tag4 tag9
5050,0x1252,EURCHF ,1.08,1.143,Buy,772000,0,2021-02-02 00:22:13.425,In_process,Wheat  Oil diamond silver, tag7 tag2 tag9 tag5
929,0x172b,USDCHF ,0.9,0.858,Buy,976000,976000,2021-02-02 00:22:15.094,Fill, silverBercut Oil diamond, tag6 tag6 tag4 tag5
3803,0x53b,USDCHF ,0.9,0.858,Buy,221000,0,2021-02-02 00:22:15.847, Cansel, silverBercut Oil diamond, tag6 tag6 tag4 tag6
2274,0x145d,EURCHF ,1.08,1.143,Buy,858000,0,2021-02-02 00:22:16.135,In_process,Wheat  Oil diamond silver, tag8 tag5 tag7 tag2
4610,0xba9,EURCHF ,1.08,1.143,Buy,491000,0,2021-02-02 00:22:16.266,In_process,Wheat  Oil diamond silver, tag8 tag5 tag6 tag9
3574,0x96d,EURCHF ,1.08,1.143,Buy,397000,0,2021-02-02 00:22:16.546,In_process,Wheat  Oil diamond silver, tag8 tag5 tag6
4842,0x734,EURCHF ,1.08,1.143, Sell,304000,0,2021-02-02 00:22:16.781,In_process,Wheat  Oil diamond silver, tag8 tag5 tag6 tag9
5612,0x116c,GBPUSD ,1.37,1.338, Sell,734000,734000,2021-02-02 00:22:17.765,Done, Ore Soil  Butter Oil, tag3 tag6 tag9 tag6
6981,0xdef,USDCHF ,0.9,0.858, Sell,587000,0,2021-02-02 00:22:17.846, Cansel, silverBercut Oil diamond, tag6 tag7 tag6
1749,0x258,GBPUSD ,1.37,1.338, Sell,99000,99000,2021-02-02 00:22:18.486,Done, Ore Soil  Goodbye Oil, tag3 tag7 tag7
2554,0x5da,EURCHF ,1.08,1.143, Sell,247000,0,2021-02-02 00:22:19.020,In_process,Wheat  Oil diamond silver, tag9 tag8 tag3 tag4
4672,0x178e,GBPUSD ,1.37,1.338,Buy,992000,992000,2021-02-02 00:22:19.432,Done, Ore Soil  Goodbye Oil, tag3 tag7 tag8
6576,0x21a,GBPUSD ,1.37,1.338,Buy,89000,0,2021-02-02 00:22:19.461,Done, Ore Soil  Goodbye Oil, tag3 tag7 tag8
1959,0x128a,USDCHF ,0.9,0.858,Buy,781000,610000,2021-02-02 00:22:21.436, PartialFill, silverBercut Oil diamond, tag7 tag9 tag7
2438,0x1023,EURCHF ,1.08,1.144,Buy,680000,0,2021-02-02 00:22:22.409,In_process,Wheat  Oil diamond silver, tag1
2208,0xe08,GBPUSD ,1.37,1.338, Sell,591000,591000,2021-02-02 00:22:22.410,Done, Ore Soil  Goodbye Oil, tag4 tag8 tag2 tag1
3062,0x1071,EURCHF ,1.08,1.143, Sell,693000,0,2021-02-02 00:22:22.838,In_process,Wheat  Oil diamond silver, tag1 tag9
4160,0x47,GBPUSD ,1.37,1.338, Sell,12000,0,2021-02-02 00:22:22.897,Done, Ore Soil  Goodbye Oil, tag4 tag8 tag2 tag1
6701,0x16fb,EURCHF ,1.08,1.144,Buy,968000,0,2021-02-02 00:22:25.059,In_process,Wheat  Oil diamond silver, tag1 tag4 tag7 tag5
6906,0x1222,USDCHF ,0.9,0.858, Sell,764000,764000,2021-02-02 00:22:25.120,Fill, silver Butter Oil diamond, tag8 tag1 tag4 tag3
5474,0x297,EURCHF ,1.08,1.144,Buy,110000,0,2021-02-02 00:22:25.393,In_process,Wheat  Oil diamond silver, tag1 tag4 tag7 tag4
3626,0x999,EURCHF ,1.08,1.144, Sell,405000,0,2021-02-02 00:22:25.426,In_process,Wheat  Oil diamond silver, tag1 tag4 tag8 tag7
4535,0x823,USDCHF ,0.9,0.858,Buy,343000,0,2021-02-02 00:22:25.783, Cansel, silver Butter Oil diamond, tag8 tag1 tag4 tag4
6210,0xb90,EURCHF ,1.08,1.144, Sell,487000,0,2021-02-02 00:22:25.798,In_process,Wheat  Oil diamond silver, tag1 tag4 tag7 tag4
595,0xa8f,EURCHF ,1.08,1.144, Sell,445000,0,2021-02-02 00:22:25.990,In_process,Wheat  Oil diamond silver, tag1 tag4 tag7 tag4
455,0x764,USDCHF ,0.9,0.858,Buy,312000,0,2021-02-02 00:22:29.703, Cansel, silver Butter Oil diamond, tag9 tag3 tag8 tag2
7190,0x1c4,EURCHF ,1.08,1.144,Buy,75000,0,2021-02-02 00:22:30.051,In_process,Wheat  Oil diamond silver, tag3 tag9 tag9
1321,0x22f,EURCHF ,1.08,1.144, Sell,92000,0,2021-02-02 00:22:30.273,In_process,Wheat  Oil diamond silver, tag3 tag9 tag8 tag7
3404,0x3dd,GBPUSD ,1.37,1.338, Sell,163000,27000,2021-02-02 00:22:30.950,Done, Ore Soil  Goodbye Oil, tag5 tag1 tag7 tag9
3690,0x1784,EURCHF ,1.08,1.144, Sell,990000,0,2021-02-02 00:22:31.220,In_process,Wheat  Oil diamond silver, tag3 tag1 tag4
1204,0x1399,EURCHF ,1.08,1.144,Buy,826000,0,2021-02-02 00:22:31.758,In_process,Wheat  Oil diamond silver, tag3 tag1 tag4
3482,0x149a,EURCHF ,1.08,1.144,Buy,868000,0,2021-02-02 00:22:33.572,In_process,Wheat  Oil diamond silver, tag4 tag2 tag6 tag5
958,0x75e,EURCHF ,1.08,1.144, Sell,311000,0,2021-02-02 00:22:33.587,In_process,Wheat  Oil diamond silver, tag4 tag2 tag5 tag1
3614,0x5d,EURCHF ,1.08,1.144,Buy,16000,0,2021-02-02 00:22:33.963,In_process,Wheat  Oil diamond silver, tag4 tag2 tag5 tag1
3462,0x1427,EURCHF ,1.08,1.144,Buy,849000,0,2021-02-02 00:22:35.703,In_process,Wheat  Oil diamond silver, tag5 tag4 tag2
4074,0x2c9,EURCHF ,1.08,1.144,Buy,118000,0,2021-02-02 00:22:36.308,In_process,Wheat  Oil diamond silver, tag5 tag5 tag2 tag7
994,0x51b,EURCHF ,1.08,1.144,Buy,215000,0,2021-02-02 00:22:39.256,In_process,Wheat  Oil diamond silver, tag6 tag8 tag9 tag1
7173,0x12fb,USDCHF ,0.9,0.857,Buy,800000,800000,2021-02-02 00:22:39.319,Fill, silver Butter Oil diamond, tag1 tag8 tag8 tag9
5315,0x12a0,USDCHF ,0.9,0.857,Buy,785000,616000,2021-02-02 00:22:39.636, PartialFill, silver Butter Oil diamond, tag1 tag8 tag8 tag9
6764,0x90c,EURJPY ,126.39,127.03, Sell,381000,0,2021-02-02 00:22:41.041,In_process,Wheat  Oil diamond silver, tag7 tag4 tag2
5398,0xbb9,EURJPY ,126.39,127.03,Buy,494000,0,2021-02-02 00:22:41.152,In_process,Wheat  Oil diamond silver, tag7 tag3
3054,0x152f,EURJPY ,126.39,127.03,Buy,892000,0,2021-02-02 00:22:41.202,In_process,Wheat  Oil diamond silver, tag7 tag3 tag9
1998,0x722,EURJPY ,126.39,127.03, Sell,301000,0,2021-02-02 00:22:42.051,In_process,Wheat  Oil diamond silver, tag7 tag1 tag6 tag6
6683,0xb5e,EURJPY ,126.39,127.03, Sell,479000,0,2021-02-02 00:22:44.543,In_process,Wheat  Oil diamond silver, tag8 tag3 tag4
598,0x8e4,EURJPY ,126.39,127.03,Buy,375000,0,2021-02-02 00:22:44.851,In_process,Wheat  Oil diamond silver, tag8 tag3 tag4
2514,0x10f7,EURJPY ,126.39,127.03,Buy,715000,0,2021-02-02 00:22:47.946,In_process,Wheat  Oil diamond silver, tag9 tag6 tag8 tag2
4758,0x14c9,EURJPY ,126.39,127.04, Sell,876000,0,2021-02-02 00:22:52.439,In_process,Wheat  Oil diamond silver, tag1 tag1 tag9 tag5
2731,0x12a7,USDCHF ,0.9,0.857,Buy,786000,786000,2021-02-02 00:22:53.313,Fill, silver Butter Oil diamond, tag4 tag5 tag2 tag5
937,0x1d1,EURJPY ,126.39,127.04,Buy,77000,0,2021-02-02 00:22:53.843,In_process,Wheat  Oil diamond silver, tag1 tag2 tag1 tag9
108,0xd42,GBPUSD ,1.37,1.338, Sell,559000,312000,2021-02-02 00:22:55.168,Done, Ore Soil  Goodbye Oil, tag9 tag9 tag2 tag4
5458,0xb50,EURJPY ,126.39,127.04,Buy,477000,0,2021-02-02 00:22:55.307,In_process,Wheat  Oil diamond silver, tag2 tag4 tag6
619,0x3d6,EURJPY ,126.39,127.04, Sell,162000,0,2021-02-02 00:22:55.555,In_process,Wheat  Oil diamond silver, tag2 tag4 tag6 tag9
41,0x10ca,USDCHF ,0.9,0.857,Buy,707000,707000,2021-02-02 00:22:56.106,Fill, silver Butter Oil diamond, tag5 tag7 tag5
4571,0x12f7,USDCHF ,0.9,0.857,Buy,799000,0,2021-02-02 00:22:56.926, Cansel, silver Butter Oil diamond, tag5 tag7 tag5
5286,0x13a3,EURJPY ,126.39,127.04, Sell,827000,0,2021-02-02 00:22:56.968,In_process,Wheat  Oil diamond silver, tag2 tag5 tag9 tag6
3526,0x1231,EURJPY ,126.39,127.04, Sell,766000,0,2021-02-02 00:22:58.619,In_process,Wheat  Oil diamond silver, tag3 tag7 tag3 tag4
4906,0x134e,EURJPY ,126.39,127.04, Sell,813000,0,2021-02-02 00:22:58.773,In_process,Wheat  Oil diamond silver, tag3 tag7 tag3 tag4
1691,0x13ea,USDCHF ,0.9,0.857,Buy,839000,704000,2021-02-02 00:22:59.561, PartialFill, silver Butter Oil diamond, tag5 tag8 tag8 tag6
5811,0x16cb,USDCHF ,0.9,0.857, Sell,960000,960000,2021-02-02 00:23:00.140,Fill, silver Butter Oil diamond, tag6 tag9 tag9 tag8
829,0x2a,EURJPY ,126.39,127.04,Buy,7000,0,2021-02-02 00:23:00.603,In_process,Wheat  Oil diamond silver, tag4 tag9 tag7 tag3
4594,0x7ba,EURJPY ,126.39,127.04,Buy,326000,0,2021-02-02 00:23:00.654,In_process,Wheat  Oil diamond silver, tag4 tag9 tag8 tag5
4314,0x74c,EURJPY ,126.39,127.04, Sell,308000,0,2021-02-02 00:23:01.300,In_process,Wheat  Oil diamond silver, tag4 tag9
6803,0x389,EURJPY ,126.39,127.04,Buy,149000,0,2021-02-02 00:23:01.418,In_process,Wheat  Oil diamond silver, tag4 tag9
5223,0x117f,USDCHF ,0.9,0.857, Sell,737000,737000,2021-02-02 00:23:02.069,Fill, silver Butter Oil diamond, tag6 tag1 tag1
3623,0xe5f,USDCHF ,0.9,0.857, Sell,605000,366000,2021-02-02 00:23:03.519, PartialFill, silver Butter Oil diamond, tag6 tag2 tag3
3903,0x137d,USDCHF ,0.9,0.857,Buy,821000,674000,2021-02-02 00:23:04.490, PartialFill, silver Butter Oil diamond, tag7 tag1 tag3 tag5
6858,0x1256,USDCHF ,0.9,0.857, Sell,772000,0,2021-02-02 00:23:06.961, Cansel, silver Butter Oil diamond, tag7 tag2 tag5 tag8
5147,0x71e,USDCHF ,0.9,0.857, Sell,300000,300000,2021-02-02 00:23:07.049,Fill, silver Butter Oil diamond, tag7 tag2 tag6 tag1
5976,0xe1d,GBPUSD ,1.37,1.337, Sell,595000,354000,2021-02-02 00:23:07.064,Done, Ore Soil  Goodbye Oil, tag1 tag3 tag9 tag6
6546,0x5c0,EURJPY ,126.39,127.04, Sell,243000,0,2021-02-02 00:23:07.073,In_process,Wheat  Oil diamond silver, tag6 tag6 tag4
5887,0xdc7,USDCHF ,0.9,0.857, Sell,580000,580000,2021-02-02 00:23:07.076,Fill, silver Butter Oil diamond, tag7 tag2 tag6 tag1
5180,0x12cb,GBPUSD ,1.37,1.337, Sell,792000,627000,2021-02-02 00:23:07.415,Done, Ore Soil  Goodbye Oil, tag1 tag3 tag9 tag6
1097,0x982,USDCHF ,0.9,0.857, Sell,401000,161000,2021-02-02 00:23:07.609, PartialFill, silver Butter Oil diamond, tag7 tag2 tag6 tag1
330,0xdfd,GBPUSD ,1.37,1.337,Buy,589000,347000,2021-02-02 00:23:07.783,Done, Ore Soil  Goodbye Oil, tag1 tag3 tag9 tag6
4412,0xd52,GBPUSD ,1.37,1.337, Sell,561000,0,2021-02-02 00:23:09.150,Done, Ore Soil  Goodbye Oil, tag1 tag3 tag8
832,0x1667,EURJPY ,126.39,127.04, Sell,944000,0,2021-02-02 00:23:09.158,In_process,Wheat  Oil diamond silver, tag7 tag8 tag8 tag7
2830,0x721,EURJPY ,126.39,127.04, Sell,301000,0,2021-02-02 00:23:09.744,In_process,Wheat  Oil diamond silver, tag7 tag8 tag8 tag7
4222,0x4ff,EURJPY ,126.39,127.04,Buy,211000,0,2021-02-02 00:23:10.234,In_process,Wheat  Oil diamond silver, tag7 tag9 tag1 tag4
2292,0xad2,GBPUSD ,1.37,1.337,Buy,456000,456000,2021-02-02 00:23:11.231,Done, Ore Soil  Goodbye Oil, tag1 tag4 tag1
1836,0x2dd,GBPUSD ,1.37,1.337, Sell,121000,15000,2021-02-02 00:23:11.384,Done, Ore Soil  Goodbye Oil, tag1 tag4 tag1
1723,0xcb3,EURJPY ,126.39,127.04, Sell,535000,0,2021-02-02 00:23:12.019,In_process,Wheat  Oil diamond silver, tag8 tag1 tag5 tag2
3099,0x146a,USDCHF ,0.9,0.857,Buy,860000,739000,2021-02-02 00:23:13.553, PartialFill, silver Butter Oil diamond, tag8 tag5 tag2 tag2
5284,0xd92,GBPUSD ,1.37,1.337,Buy,572000,0,2021-02-02 00:23:14.514,Done, Ore Soil  Goodbye Oil, tag2 tag5 tag3 tag3
3874,0x148f,EURJPY ,126.39,127.04, Sell,866000,0,2021-02-02 00:23:15.331,In_process,Wheat  Oil diamond silver, tag9 tag4 tag3
2083,0x419,USDCHF ,0.9,0.857,Buy,173000,30000,2021-02-02 00:23:16.384, PartialFill, silver Butter Oil diamond, tag9 tag7 tag5 tag7
2983,0xb21,USDCHF ,0.9,0.857, Sell,469000,0,2021-02-02 00:23:16.681, Cansel, silver Butter Oil diamond, tag9 tag7 tag5 tag7
5864,0x9e6,GBPUSD ,1.37,1.337,Buy,417000,174000,2021-02-02 00:23:17.256,Done, Ore Soil  Goodbye Oil, tag2 tag6 tag5 tag6
2350,0xd0c,EURJPY ,126.39,127.04,Buy,550000,0,2021-02-02 00:23:17.991,In_process,Wheat  Oil diamond silver, tag6 tag7 tag8
6893,0x1d6,EURJPY ,126.39,127.05, Sell,78000,0,2021-02-02 00:23:18.842,In_process,Wheat  Oil diamond silver, tag7 tag5
5780,0xcef,GBPUSD ,1.37,1.337,Buy,545000,0,2021-02-02 00:23:20.184,Done, Ore Soil  Goodbye Oil, tag3 tag7 tag7 tag9
1522,0x15f9,EURJPY ,126.39,127.05,Buy,926000,0,2021-02-02 00:23:20.663,In_process,Wheat  Oil diamond silver, tag1 tag9 tag4 tag2
6255,0x6ed,USDCHF ,0.9,0.856, Sell,292000,292000,2021-02-02 00:23:21.232,Fill, silver Butter Oil diamond, tag9 tag6
5682,0x87e,EURJPY ,126.39,127.05, Sell,358000,0,2021-02-02 00:23:21.502,In_process,Wheat  Oil diamond silver, tag1 tag6 tag7
3815,0x526,USDCHF ,0.9,0.856, Sell,217000,0,2021-02-02 00:23:21.670, Cansel, silver Butter Oil diamond, tag9 tag6
1246,0x167,EURJPY ,126.39,127.05,Buy,60000,0,2021-02-02 00:23:21.846,In_process,Wheat  Oil diamond silver, tag1 tag7 tag9
3886,0x7d2,EURJPY ,126.39,127.05, Sell,330000,0,2021-02-02 00:23:23.618,In_process,Wheat  Oil diamond silver, tag2 tag2 tag2 tag1
3306,0x42b,EURJPY ,126.39,127.05,Buy,176000,0,2021-02-02 00:23:23.659,In_process,Wheat  Oil diamond silver, tag2 tag2 tag2 tag1
3798,0x560,EURJPY ,126.39,127.05, Sell,227000,0,2021-02-02 00:23:23.681,In_process,Wheat  Oil diamond silver, tag2 tag2 tag1 tag8
49,0x32c,EURJPY ,126.39,127.05,Buy,134000,0,2021-02-02 00:23:23.867,In_process,Wheat  Oil diamond silver, tag2 tag2 tag1 tag9
5788,0xaa7,GBPUSD ,1.37,1.337, Sell,449000,202000,2021-02-02 00:23:24.232,Done, Ore Soil  Goodbye Oil, tag3 tag8 tag9 tag3
5515,0x15f2,USDCHF ,0.9,0.856, Sell,924000,924000,2021-02-02 00:23:24.303,Fill, silver Butter Oil diamond, tag1 tag1 tag3 tag1
4899,0x579,USDCHF ,0.9,0.856, Sell,231000,0,2021-02-02 00:23:24.855, Cansel, silver Butter Oil diamond, tag1 tag1 tag3 tag2
4927,0x10d3,USDCHF ,0.9,0.856,Buy,709000,709000,2021-02-02 00:23:25.016,Fill, silver Butter Oil diamond, tag1 tag1 tag4 tag3
6090,0xaa0,EURJPY ,126.39,127.05, Sell,448000,0,2021-02-02 00:23:25.275,In_process,Wheat  Oil diamond silver, tag3 tag4 tag6 tag8
5351,0x158b,USDCHF ,0.9,0.856,Buy,907000,823000,2021-02-02 00:23:25.551, PartialFill, silver Butter Oil diamond, tag1 tag1 tag4 tag3
340,0x94,EURJPY ,126.39,127.05,Buy,25000,0,2021-02-02 00:23:26.885,In_process,Wheat  Oil diamond silver, tag3 tag5 tag8 tag4
1085,0xdf4,USDCHF ,0.9,0.856, Sell,588000,0,2021-02-02 00:23:27.688, Cansel, silver Butter Oil diamond, tag1 tag2 tag6 tag7
3138,0x821,EURJPY ,126.39,127.05,Buy,343000,0,2021-02-02 00:23:28.218,In_process,Wheat  Oil diamond silver, tag4 tag7 tag3 tag3
6544,0x1224,GBPUSD ,1.37,1.337,Buy,764000,764000,2021-02-02 00:23:28.653,Done, Ore Soil  Goodbye Oil, tag4 tag2 tag7
4326,0x1169,EURJPY ,126.39,127.05,Buy,733000,0,2021-02-02 00:23:28.875,In_process,Wheat  Oil diamond silver, tag4 tag7 tag3 tag3
1695,0x3e4,GBPUSD ,1.37,1.337,Buy,164000,164000,2021-02-02 00:23:29.156,Done, Ore Soil  Goodbye Oil, tag4 tag2 tag8
2127,0xcd2,USDCHF ,0.9,0.856,Buy,540000,0,2021-02-02 00:23:31.892, Cansel, silver Butter Oil diamond, tag2 tag4 tag5
3606,0x13b2,EURJPY ,126.39,127.05,Buy,830000,0,2021-02-02 00:23:32.126,In_process,Wheat  Oil diamond silver, tag5 tag1 tag2 tag3
211,0xe5a,EURJPY ,126.39,127.05,Buy,605000,0,2021-02-02 00:23:32.311,In_process,Wheat  Oil diamond silver, tag5 tag1 tag3 tag5
4530,0x8fc,EURJPY ,126.39,127.05,Buy,379000,0,2021-02-02 00:23:32.538,In_process,Wheat  Oil diamond silver, tag5 tag1 tag2 tag2
479,0xef7,USDCHF ,0.9,0.856, Sell,630000,630000,2021-02-02 00:23:34.176,Fill, silver Butter Oil diamond, tag3 tag6 tag3
6283,0xa8b,USDCHF ,0.9,0.856, Sell,444000,444000,2021-02-02 00:23:34.206,Fill, silver Butter Oil diamond, tag3 tag6 tag3
5107,0x123b,USDCHF ,0.9,0.856, Sell,768000,0,2021-02-02 00:23:34.798, Cansel, silver Butter Oil diamond, tag3 tag6 tag3
4640,0xe93,GBPUSD ,1.37,1.337,Buy,614000,377000,2021-02-02 00:23:34.883,Done, Ore Soil  Goodbye Oil, tag5 tag2 tag5 tag3
1579,0xdd6,EURJPY ,126.39,127.05,Buy,583000,0,2021-02-02 00:23:35.144,In_process,Wheat  Oil diamond silver, tag6 tag4
2027,0xf43,USDCHF ,0.9,0.856,Buy,643000,413000,2021-02-02 00:23:35.494, PartialFill, silver Butter Oil diamond, tag3 tag6 tag4 tag2
4084,0x7b6,GBPUSD ,1.37,1.337, Sell,325000,0,2021-02-02 00:23:36.276,Done, Ore Soil  Goodbye Oil, tag5 tag2 tag6 tag5
6740,0xce6,EURJPY ,126.39,127.05, Sell,543000,0,2021-02-02 00:23:37.443,In_process,Wheat  Oil diamond silver, tag7 tag6 tag4 tag9
532,0xd6b,EURJPY ,126.39,127.05, Sell,565000,0,2021-02-02 00:23:37.525,In_process,Wheat  Oil diamond silver, tag7 tag6 tag3 tag6
2178,0x1073,EURJPY ,126.39,127.05,Buy,693000,0,2021-02-02 00:23:37.917,In_process,Wheat  Oil diamond silver, tag7 tag6 tag4 tag8
1373,0x141e,USDCHF ,0.9,0.856,Buy,847000,847000,2021-02-02 00:23:39.042,Fill, silver Butter Oil diamond, tag4 tag8 tag8 tag9
5686,0x36d,EURJPY ,126.39,127.05, Sell,145000,0,2021-02-02 00:23:40.238,In_process,Wheat  Oil diamond silver, tag8 tag9 tag1
5263,0x293,USDCHF ,0.9,0.856,Buy,109000,12000,2021-02-02 00:23:41.388, PartialFill, silver Butter Oil diamond, tag4 tag9 tag3
309,0x951,GBPUSD ,1.37,1.337, Sell,393000,393000,2021-02-02 00:23:43.905,Done, Ore Soil  Goodbye Oil, tag6 tag4 tag2
305,0x412,USDCHF ,0.9,0.856,Buy,172000,172000,2021-02-02 00:23:45.175,Fill, silver Butter Oil diamond, tag5 tag1 tag4 tag1
3994,0xbd4,EURJPY ,126.39,127.06, Sell,498000,0,2021-02-02 00:23:46.094,In_process,Wheat  Oil diamond silver, tag5 tag5 tag4
688,0x48e,EURJPY ,126.39,127.06,Buy,192000,0,2021-02-02 00:23:46.971,In_process,Wheat  Oil diamond silver, tag5 tag4 tag1
5928,0x1c9,GBPUSD ,1.37,1.337, Sell,76000,6000,2021-02-02 00:23:47.509,Done, Ore Soil  Goodbye Oil, tag7 tag6 tag3 tag6
5704,0x145e,GBPUSD ,1.37,1.337, Sell,858000,858000,2021-02-02 00:23:47.959,Done, Ore Soil  Goodbye Oil, tag7 tag6 tag3 tag6
3832,0x9f6,GBPUSD ,1.37,1.337, Sell,420000,0,2021-02-02 00:23:48.737,Done, Ore Soil  Goodbye Oil, tag7 tag6 tag3 tag7
